prim_conv_id_me2n_03                  memory        0        000B0800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2n_09              memory        0        000B1000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2n_09              memory        0        000B1400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2n_09                  memory        0        000B1800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3n_03              memory        0        000B2000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3n_03              memory        0        000B2400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3n_03                  memory        0        000B2800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3n_09              memory        0        000B3000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3n_09              memory        0        000B3400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3n_09                  memory        0        000B3800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4n_03              memory        0        000B4000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4n_03              memory        0        000B4400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4n_03                  memory        0        000B4800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me4n_09              memory        0        000B5000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me4n_09              memory        0        000B5400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me4n_09                  memory        0        000B5800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
gth_rst                               memory        0        000B6000           0000000000000001        1           1            GTH reset
inject_test_data                      memory        0        000B6000           0000000000000002        1           1            inject test data
spy_mem_rst                           memory        0        000B6000           0000000000000004        1           1            spy memory reset
ptlut_clk_rst                         memory        0        000B6000           0000000000000008        1           1            reset PT LUT clock manager
ptlut_chips_rst                       memory        0        000B6000           0000000000000010        1           1            reset PT LUT memory ICs
ptlut_mrs_cmd                         memory        0        000B6000           0000000000000020        1           1            PT LUT MRS command
ptlut_write_cmd                       memory        0        000B6000           0000000000000040        1           1            PT LUT write command
ptlut_read_cmd                        memory        0        000B6000           0000000000000080        1           1            PT LUT read command
ptlut_dbdel_clk_en                    memory        0        000B6000           0000000000000400        1           1            PT LUT data bus delays clock enable
ptlut_dbdel_ld                        memory        0        000B6000           0000000000001000        1           1            PT LUT data bus delays load
ptlut_dbdel_rst                       memory        0        000B6000           0000000000002000        1           1            PT LUT data bus delays reset
gth_rx_buf_rst                        memory        0        000B6000           0000000000008000        1           1            GTH RX buffers reset
latency_test_en                       memory        0        000B6000           0000000000010000        1           1            Enable Latency test
daq_rst                               memory        0        000B6000           0000000000020000        1           1            DAQ module reset
